runtime,profile,controller,seed,training_seed,session_id,iteration,action,reward,cumulative_reward,coverage_quality_position,sample_quality_position,freshness_quality_position,cpu_percent,memory_percent,input_multiplier
thread,lax-background,static,222,22,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s222,56,hold,0.29345530964644917,14.831003848233328,0.4999999999999999,0.5,0.5,0.85,13.3,6.0
thread,lax-background,static,222,22,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s222,57,hold,0.29502433947068474,15.126028187704012,0.4999999999999999,0.5,0.5,0.35,13.3,6.0
thread,lax-background,static,222,22,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s222,58,hold,0.29424013225730095,15.420268319961313,0.4999999999999999,0.5,0.5,0.6,13.3,6.0
thread,lax-background,static,222,22,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s222,59,hold,0.29408292566890504,15.714351245630217,0.4999999999999999,0.5,0.5,0.65,13.3,6.0
thread,lax-background,static,222,22,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s222,60,hold,0.2950231714201076,16.009374417050324,0.4999999999999999,0.5,0.5,0.35,13.3,6.0
thread,lax-background,static,222,22,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s222,61,hold,0.2948659798584198,16.304240396908742,0.4999999999999999,0.5,0.5,0.4,13.3,6.0
thread,lax-background,static,222,22,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s222,62,hold,0.2951793840185849,16.599419780927327,0.4999999999999999,0.5,0.5,0.3,13.3,6.0
thread,lax-background,static,222,22,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s222,63,hold,0.2947091533434908,16.894128934270817,0.4999999999999999,0.5,0.5,0.45,13.3,6.0
thread,lax-background,static,222,22,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s222,64,hold,0.2954943883451604,17.18962332261598,0.4999999999999999,0.5,0.5,0.2,13.3,6.0
thread,lax-background,static,333,33,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s333,1,hold,0.2839483967659806,0.2839483967659806,0.4999999999999999,0.5,0.5,3.9,13.3,3.0
thread,lax-background,static,333,33,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s333,2,hold,0.2273280582048182,0.5112764549707988,0.4999999999999999,0.5,0.5,21.95,13.3,3.0
thread,lax-background,static,333,33,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s333,3,hold,0.29550906279691536,0.8067855177677141,0.4999999999999999,0.5,0.5,0.2,13.3,3.0
thread,lax-background,static,333,33,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s333,4,hold,0.2951907190743691,1.1019762368420833,0.4999999999999999,0.5,0.5,0.3,13.3,3.0
thread,lax-background,static,333,33,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s333,5,hold,0.2948744050056903,1.3968506418477737,0.4999999999999999,0.5,0.5,0.4,13.3,3.0
thread,lax-background,static,333,33,argos_mdpv5_thread_generalization_evaluate_lax-background_static_s333,6,hold,0.29550025081165776,1.6923508926594315,0.4999999999999999,0.5,0.5,0.2,13.3,3.0
